product_name,brand,category,usage_frequency,price_usd,rating,number_of_reviews,product_size,skin_type,gender_target,packaging_type,main_ingredient,cruelty_free,country_of_origin,kategori_harga,rating_score,price_score,review_score,dss_score
divine highlighter,bourjois,highlighter,occasional,51.65,2.1,3815,250ml,dry,female,bottle,shea butter,True,australia,sedang,0.42000000000000004,0.7024787484820345,0.3782669883393647,0.4963970222124833
magic makeup remover,too faced,makeup remover,monthly,65.46,2.5,1441,200ml,oily,male,jar,aloe vera,False,usa,sedang,0.5,0.6038288449174942,0.1396260554885404,0.4590738645729563
perfect cleanser,ilia beauty,cleanser,occasional,47.92,3.9,8471,100ml,normal,female,compact,aloe vera,True,italy,murah,0.78,0.7291235088220587,0.8463007639726579,0.7779972054411491
ultra highlighter,shiseido,highlighter,daily,71.25,4.0,5749,150ml,oily,female,bottle,shea butter,False,france,sedang,0.8,0.5624687477676977,0.5726779252110977,0.6832762093725289
ultra lipstick,nars,lipstick,monthly,73.09,4.8,1574,30ml,dry,unisex,spray,vitamin c,True,germany,sedang,0.96,0.5493249517822701,0.1529955770004021,0.6753966009347614
super setting spray,farsali,setting spray,weekly,45.01,4.3,7285,150ml,dry,female,jar,aloe vera,False,uk,murah,0.86,0.7499107079077076,0.72708082026538,0.8003893764253883
magic powder,kylie cosmetics,powder,daily,127.22,3.1,9065,200ml,combination,female,spray,hyaluronic acid,False,japan,mahal,0.62,0.1626544753196657,0.906011258544431,0.5399985943047859
perfect setting spray,sisley,setting spray,occasional,62.17,4.9,4328,50ml,dry,unisex,jar,glycerin,False,germany,sedang,0.9800000000000001,0.6273305236088292,0.42983514274225976,0.7641661856311007
perfect moisturizer,rare beauty,moisturizer,daily,46.09,2.4,7298,250ml,dry,unisex,tube,retinol,False,usa,murah,0.48,0.7421958711336524,0.7283876156011259,0.6083362844603208
super cleanser,becca,cleanser,daily,132.84,2.1,4276,50ml,dry,unisex,bottle,hyaluronic acid,True,france,mahal,0.42000000000000004,0.12250875062504463,0.42460796139927626,0.33167421746736864
perfect contour,farsali,contour,occasional,70.92,2.0,5971,200ml,dry,unisex,tube,glycerin,True,france,sedang,0.4,0.5648260590042147,0.5949939686369119,0.4884466114286468
divine setting spray,bite beauty,setting spray,daily,46.21,4.5,8829,50ml,dry,female,spray,hyaluronic acid,True,germany,murah,0.9,0.7413386670476463,0.8822878970647366,0.8488591795272412
super setting spray,ilia beauty,setting spray,occasional,73.99,2.2,7777,150ml,normal,unisex,jar,shea butter,True,japan,sedang,0.44000000000000006,0.5428959211372242,0.7765379975874548,0.5381763758586582
magic lip gloss,kylie cosmetics,lip gloss,occasional,47.86,1.4,7664,50ml,normal,female,bottle,vitamin c,True,south korea,murah,0.27999999999999997,0.7295521108650618,0.765178930438279,0.5119014193471743
perfect highlighter,milk makeup,highlighter,daily,103.84,3.3,1206,200ml,oily,female,stick,hyaluronic acid,False,usa,mahal,0.6599999999999999,0.329666404743196,0.1160032167269803,0.4521005647683548
perfect concealer,juvia’s place,concealer,monthly,40.17,2.1,6895,150ml,combination,female,tube,salicylic acid,True,australia,murah,0.42000000000000004,0.7844846060432888,0.6878769601930036,0.5829207738515874
magic lip liner,rms beauty,lipstick,monthly,43.28,3.4,1567,30ml,normal,female,bottle,vitamin c,True,australia,murah,0.6799999999999999,0.7622687334809629,0.152291917973462,0.5991390036389813
magic powder,becca,powder,occasional,108.74,4.0,5921,30ml,sensitive,female,stick,aloe vera,False,uk,mahal,0.8,0.2946639045646119,0.589967832730197,0.606392737915423
ultra lip gloss,kiehl’s,lip gloss,weekly,78.36,1.9,3534,30ml,normal,male,tube,aloe vera,False,usa,sedang,0.38,0.5116794056718337,0.35002010454362686,0.4135078426102755
ultra exfoliator,laura mercier,exfoliator,daily,46.74,1.2,6838,200ml,sensitive,female,jar,shea butter,True,usa,murah,0.24,0.7375526823344525,0.6821471652593486,0.47769523775220546
super bb cream,rms beauty,bb cream,weekly,97.76,1.9,7701,150ml,combination,male,spray,glycerin,True,germany,sedang,0.38,0.37309807843417386,0.7688982710092481,0.4557090777321018
super eyeliner,charlotte tilbury,eyeliner,weekly,137.54,1.9,2124,50ml,combination,male,bottle,glycerin,True,australia,mahal,0.38,0.08893492392313751,0.20828307197426618,0.2583370915717945
ultra lip liner,morphe,lipstick,occasional,92.26,1.3,9864,200ml,dry,female,bottle,hyaluronic acid,True,usa,sedang,0.26,0.41238659904278874,0.9863289103337354,0.4509817617795837
divine concealer,tarte,concealer,monthly,79.18,1.0,7201,150ml,combination,unisex,compact,salicylic acid,False,italy,sedang,0.2,0.5058218444174584,0.7186369119420989,0.3954739357136573
perfect mascara,colourpop,mascara,weekly,83.29,2.3,4336,150ml,dry,unisex,compact,salicylic acid,False,japan,sedang,0.45999999999999996,0.47646260447174793,0.43063932448733416,0.4590666462389912
ultra primer,becca,primer,monthly,64.4,4.0,6745,50ml,dry,male,bottle,hyaluronic acid,True,usa,sedang,0.8,0.6114008143438817,0.6727985524728589,0.7179799547977364
perfect exfoliator,e.l.f.,exfoliator,monthly,133.83,2.5,2589,100ml,dry,male,jar,shea butter,False,usa,mahal,0.5,0.1154368169154939,0.2550261359067149,0.33563627225599113
ultra eyeliner,bobby brown,eyeliner,monthly,11.24,3.1,8830,50ml,sensitive,female,spray,glycerin,False,uk,murah,0.62,0.9911422244446032,0.882388419782871,0.7838203512899551
super eye shadow,patrick ta,eyeshadow,daily,23.43,4.8,5322,250ml,dry,unisex,spray,salicylic acid,False,uk,murah,0.96,0.9040645760411458,0.5297547245677523,0.8571703177258942
magic mascara,urban decay,mascara,weekly,57.18,2.1,1421,100ml,oily,unisex,stick,glycerin,True,uk,sedang,0.42000000000000004,0.662975926851918,0.13761560112585444,0.43641589828074634
divine primer,kiehl’s,primer,weekly,102.88,4.6,9311,50ml,oily,male,stick,hyaluronic acid,False,usa,mahal,0.9199999999999999,0.33652403743124515,0.9307398472054684,0.7471051806704672
perfect concealer,becca,concealer,monthly,142.44,4.2,451,100ml,combination,male,spray,hyaluronic acid,False,usa,mahal,0.8400000000000001,0.053932423744553315,0.04010856453558504,0.44420144003048306
perfect lip liner,laura mercier,lipstick,monthly,39.89,4.6,3914,200ml,normal,male,stick,aloe vera,False,south korea,murah,0.9199999999999999,0.7864847489106365,0.38821873743466023,0.7735891721601229
super exfoliator,drunk elephant,exfoliator,monthly,23.98,1.5,8320,150ml,combination,female,compact,salicylic acid,False,japan,murah,0.3,0.9001357239802843,0.8311218335343787,0.5862650839009611
super eyeliner,kvd beauty,eyeliner,occasional,112.59,4.7,7668,200ml,oily,female,bottle,vitamin c,False,italy,mahal,0.9400000000000001,0.2671619401385813,0.7655810213108163,0.7032647863037378
super makeup remover,anastasia beverly hills,makeup remover,daily,148.49,1.1,3368,100ml,dry,unisex,spray,retinol,False,france,mahal,0.22000000000000003,0.010715051075076754,0.3333333333333333,0.1798811819891897
perfect eye shadow,glossier,eyeshadow,monthly,33.77,4.3,442,30ml,combination,unisex,jar,shea butter,True,south korea,murah,0.86,0.8302021572969498,0.039203860072376355,0.6869014192035603
ultra cleanser,ilia beauty,cleanser,daily,27.29,3.5,6783,30ml,oily,unisex,tube,hyaluronic acid,False,france,murah,0.7,0.8764911779412815,0.6766184157619622,0.7482710365347769
perfect lip liner,charlotte tilbury,lipstick,monthly,147.41,4.5,2448,30ml,oily,female,stick,retinol,True,france,mahal,0.9,0.01842988784913213,0.24085243264977885,0.5036994528846954
magic setting spray,huda beauty,setting spray,occasional,45.24,1.6,9014,150ml,sensitive,female,tube,vitamin c,False,australia,murah,0.32,0.7482677334095292,0.9008845999195818,0.5646572400067751
perfect mascara,perricone md,mascara,daily,13.42,1.3,6389,50ml,sensitive,female,jar,glycerin,True,australia,murah,0.26,0.9755696835488249,0.6370124648170487,0.5500733980280572
magic serum,tatcha,serum,occasional,44.25,3.6,7779,200ml,sensitive,male,jar,shea butter,False,japan,murah,0.72,0.75533966711908,0.7767390430237233,0.7419497087404687
magic highlighter,too faced,highlighter,weekly,100.75,2.0,270,250ml,sensitive,female,bottle,salicylic acid,True,south korea,mahal,0.4,0.35173940995785413,0.02191395255327704,0.3099046134980117
divine moisturizer,e.l.f.,moisturizer,weekly,40.73,2.9,4891,200ml,dry,female,compact,shea butter,True,italy,murah,0.58,0.7804843203085935,0.4864294330518697,0.621431182702952
magic contour,juvia’s place,contour,daily,82.79,2.2,2172,30ml,normal,female,bottle,salicylic acid,False,australia,sedang,0.44000000000000006,0.4800342881634402,0.2131081624447125,0.4066319189379746
super concealer,milk makeup,concealer,occasional,129.35,4.8,2964,100ml,combination,unisex,tube,shea butter,True,uk,mahal,0.96,0.14743910279305672,0.2927221552070768,0.5827761618793323
magic lipstick,rms beauty,lipstick,weekly,76.05,1.4,9536,200ml,normal,unisex,compact,hyaluronic acid,False,australia,sedang,0.27999999999999997,0.5281805843274521,0.9533574587856856,0.48912566705537275
divine cc cream,bobby brown,cc cream,daily,123.79,2.0,8183,250ml,sensitive,unisex,stick,salicylic acid,True,italy,mahal,0.4,0.18715622544467458,0.8173502211499799,0.4196169118633984
ultra lipstick,bobby brown,lipstick,daily,113.13,3.6,138,200ml,sensitive,female,jar,retinol,True,germany,mahal,0.72,0.2633045217515537,0.008644953759549658,0.440720347277376
perfect setting spray,pat mcgrath labs,setting spray,weekly,27.41,1.6,6213,100ml,oily,male,jar,salicylic acid,False,usa,murah,0.32,0.8756339738552754,0.6193204664254122,0.5465542854416651
ultra eyeliner,huda beauty,eyeliner,weekly,89.35,2.1,7837,100ml,oily,female,bottle,vitamin c,False,australia,sedang,0.42000000000000004,0.4331737981284378,0.7825693606755126,0.4964660115736339
magic face oil,laura mercier,face oil,daily,108.45,4.9,7641,200ml,sensitive,female,spray,salicylic acid,False,australia,mahal,0.9800000000000001,0.2967354811057933,0.7628669079211902,0.7315940259159761
ultra cc cream,bite beauty,cc cream,daily,55.75,3.6,6536,100ml,dry,male,stick,salicylic acid,False,italy,sedang,0.72,0.6731909422101578,0.6517893043827905,0.6923151435396054
super face oil,kvd beauty,face oil,weekly,148.58,2.8,93,250ml,normal,unisex,jar,glycerin,False,france,mahal,0.5599999999999999,0.010072148010572213,0.004121431443506233,0.28384593069187286
ultra blush,kiehl’s,blush,weekly,115.69,2.2,4621,150ml,oily,unisex,stick,hyaluronic acid,True,usa,mahal,0.44000000000000006,0.24501750125008936,0.45928829915560915,0.38536291020614866
super face mask,too faced,face mask,occasional,71.83,1.8,870,200ml,oily,male,tube,hyaluronic acid,True,france,sedang,0.36,0.5583255946853347,0.08222758343385606,0.3639431950923716
divine cleanser,kvd beauty,cleanser,weekly,48.37,2.8,5551,250ml,combination,female,stick,hyaluronic acid,True,uk,murah,0.5599999999999999,0.7259089934995357,0.5527744270205066,0.608327583453962
super highlighter,rare beauty,highlighter,monthly,130.52,1.3,662,250ml,combination,female,spray,vitamin c,True,south korea,mahal,0.26,0.1390813629544967,0.06131885806192199,0.18398818049873342
perfect mascara,perricone md,mascara,monthly,24.44,2.6,5826,200ml,dry,unisex,spray,vitamin c,False,south korea,murah,0.52,0.8968497749839274,0.5804181745074387,0.645138567396666
ultra eyeliner,kiehl’s,eyeliner,monthly,136.35,2.1,9142,250ml,normal,unisex,jar,aloe vera,False,germany,mahal,0.42000000000000004,0.09743553110936509,0.913751507840772,0.42198096090096393
super face oil,kiehl’s,face oil,monthly,21.42,4.3,461,50ml,combination,unisex,stick,salicylic acid,False,italy,murah,0.86,0.9184227444817487,0.04111379171692803,0.7137495816879103
divine primer,hourglass,primer,daily,18.3,1.5,7630,250ml,combination,unisex,compact,retinol,True,italy,murah,0.3,0.9407100507179085,0.761761158021713,0.5845652468197151
perfect bb cream,patrick ta,bb cream,occasional,53.85,1.7,5979,30ml,normal,unisex,stick,aloe vera,True,south korea,sedang,0.33999999999999997,0.6867633402385884,0.5957981503819864,0.4951886321479738
perfect lip liner,hourglass,lipstick,weekly,51.03,4.0,3838,150ml,dry,unisex,jar,hyaluronic acid,True,germany,sedang,0.8,0.7069076362597329,0.38057901085645357,0.6881880930492106
divine setting spray,juvia’s place,setting spray,occasional,15.99,3.3,6559,200ml,combination,female,compact,glycerin,False,australia,murah,0.6599999999999999,0.9572112293735267,0.6541013268998793,0.7479836341920338
magic lip liner,nars,lipstick,weekly,100.05,1.1,743,50ml,dry,male,spray,hyaluronic acid,False,germany,mahal,0.22000000000000003,0.35673976712622335,0.06946119823080016,0.23091416978402707
super mascara,hourglass,mascara,occasional,95.4,4.0,2192,150ml,oily,male,bottle,glycerin,False,south korea,sedang,0.8,0.38995642545896136,0.21511861680739847,0.560010650999168
ultra cleanser,nars,cleanser,occasional,52.06,3.7,8047,50ml,combination,female,tube,aloe vera,False,japan,sedang,0.74,0.6995499678548468,0.8036791314837153,0.7406008166531971
magic highlighter,charlotte tilbury,highlighter,daily,110.71,2.2,5384,50ml,dry,unisex,compact,retinol,False,australia,mahal,0.44000000000000006,0.2805914708193443,0.5359871330920788,0.41137486786421906
perfect foundation,fenty beauty,foundation,occasional,31.89,3.2,6463,250ml,normal,female,spray,salicylic acid,False,germany,murah,0.64,0.8436316879777127,0.6444511459589868,0.7019797355851112
divine cleanser,tarte,cleanser,monthly,58.92,4.2,3820,30ml,combination,unisex,tube,glycerin,False,uk,sedang,0.8400000000000001,0.6505464676048289,0.37876960193003617,0.690917860667456
super highlighter,pat mcgrath labs,highlighter,daily,54.65,4.9,7666,200ml,oily,female,tube,glycerin,False,uk,sedang,0.9800000000000001,0.6810486463318809,0.7653799758745476,0.8473905890744738
perfect highlighter,perricone md,highlighter,daily,148.17,2.0,6541,50ml,combination,unisex,bottle,hyaluronic acid,True,south korea,mahal,0.4,0.013000928637760034,0.652291917973462,0.3343586621860204
perfect lip gloss,ilia beauty,lip gloss,monthly,119.22,2.8,8082,250ml,normal,unisex,stick,hyaluronic acid,True,france,mahal,0.5599999999999999,0.21980141438674194,0.8071974266184158,0.5073799096397057
divine cc cream,tarte,cc cream,daily,143.59,1.2,9635,50ml,combination,female,jar,shea butter,False,south korea,mahal,0.24,0.04571755125366106,0.9633092078809811,0.32637710695229455
divine eye shadow,colourpop,eyeshadow,occasional,116.47,3.6,9048,200ml,combination,female,bottle,retinol,True,uk,mahal,0.72,0.23944567469104938,0.904302372336148,0.6126941768745444
ultra eye shadow,kiehl’s,eyeshadow,weekly,35.66,2.7,3081,100ml,normal,male,jar,glycerin,False,italy,murah,0.54,0.8167011929423531,0.3044833132287897,0.5759070205284638
perfect primer,juvia’s place,primer,weekly,37.4,2.6,5029,250ml,sensitive,female,bottle,retinol,False,germany,murah,0.52,0.804271733695264,0.5003015681544029,0.6013418337394598
super contour,glossier,contour,occasional,144.29,3.0,1718,200ml,combination,male,compact,vitamin c,False,usa,mahal,0.6,0.04071719408529195,0.16747084841174106,0.3457093279079358
perfect contour,sisley,contour,weekly,104.34,1.9,401,30ml,sensitive,male,jar,shea butter,False,australia,mahal,0.38,0.3260947210515037,0.03508242862887012,0.2948449020412251
magic cleanser,anastasia beverly hills,cleanser,monthly,84.07,3.8,3362,100ml,dry,female,spray,shea butter,True,south korea,sedang,0.76,0.47089077791270817,0.33273019702452755,0.587813272778718
ultra mascara,tatcha,mascara,weekly,104.9,4.5,6379,100ml,normal,female,tube,shea butter,False,usa,mahal,0.9,0.32209443531680837,0.6360072376357057,0.6738297781221837
super bb cream,shiseido,bb cream,daily,131.63,3.6,9990,150ml,dry,female,spray,shea butter,False,south korea,mahal,0.72,0.13115222515893998,0.998994772818657,0.5991446221114134
super setting spray,perricone md,setting spray,occasional,114.6,2.4,991,200ml,normal,unisex,jar,salicylic acid,True,south korea,mahal,0.48,0.2528037716979785,0.09439083232810615,0.33471929797501476
perfect lipstick,tarte,lipstick,monthly,40.81,3.8,8723,100ml,combination,unisex,tube,hyaluronic acid,False,italy,murah,0.76,0.7799128509179227,0.871632488942501,0.788300353063877
ultra lipstick,huda beauty,lipstick,weekly,11.44,1.8,3305,250ml,normal,male,jar,salicylic acid,True,germany,murah,0.36,0.9897135509679262,0.32700040209087256,0.5423141457085523
magic eye shadow,kvd beauty,eyeshadow,weekly,127.76,2.3,8587,100ml,normal,female,stick,hyaluronic acid,False,australia,mahal,0.45999999999999996,0.15879705693263801,0.8579613992762364,0.44923139693503866
ultra blush,it cosmetics,blush,occasional,76.92,1.3,9889,250ml,dry,male,jar,shea butter,True,south korea,sedang,0.26,0.5219658547039074,0.9888419782870929,0.4843581520685908
ultra blush,e.l.f.,blush,monthly,120.91,3.2,5159,50ml,dry,unisex,spray,vitamin c,True,uk,mahal,0.64,0.2077291235088221,0.5133695215118617,0.48499264135501896
super primer,farsali,primer,daily,67.32,1.5,6102,100ml,combination,female,spray,vitamin c,True,france,sedang,0.3,0.590542181584399,0.608162444712505,0.4487951434178207
ultra bb cream,kylie cosmetics,bb cream,weekly,87.39,2.6,4846,30ml,dry,male,bottle,salicylic acid,False,usa,sedang,0.52,0.4471747981998715,0.4819059107358263,0.49053362160712677
super face mask,charlotte tilbury,face mask,daily,85.83,4.6,8613,50ml,dry,male,compact,salicylic acid,True,japan,sedang,0.9199999999999999,0.45831845131795135,0.8605749899477282,0.769610533384931
perfect powder,shiseido,powder,weekly,47.15,4.1,6406,100ml,combination,unisex,bottle,vitamin c,False,usa,murah,0.82,0.7346239017072649,0.6387213510253317,0.7581314407172457
divine bronzer,farsali,bronzer,occasional,103.0,5.0,9904,30ml,dry,unisex,stick,vitamin c,True,australia,mahal,1.0,0.33566683334523895,0.9903498190591074,0.7987700138153933
